IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_137_EXP,PKA_260,PKA_260_ENG,PKA_68_VOL,MOT_2D_catalyticloop_EXP,MUT_ATR,MUT_CDKL5,MUT_GUCY2C,MUT_MINK1,MUT_RPS6KB2_EXP,REC_R_HSA_187661,REC_R_HSA_187661_EXP,REC_R_HSA_198640,PWY_R_HSA_375165_CSV,PWY_R_HSA_71387_CSV,GO_0006950,GO_0016049,GO_0030325,GO_0043154_CSV,GO_0043405,GO_0045944_CSV,GO_0050679_CSV,GO_0060612,GO_0061024,GO_0072709,SFAM_DYRK1_EXP,CLS_Primary_histology_carcinoma,EXP_CSNK1E,EXP_DDR1,EXP_SYK,EXP_NEK1,EXP_SBK2,EXP_DAPK3,EXP_MAPKAPK3,EXP_ABL2,EXP_ACVR2B,EXP_STK10,EXP_MAPK8
4.055579,1240129,1046,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.721852,0,1,0,0,0,0,0,0,0,0,0,1,7.1817944620108,6.12522848863347,3.24072983410182,4.63884375144918,3.26976620799911,5.72899639196279,7.64176625279248,5.40040835270115,4.68943848504242,3.84175619827061,3.96068392012824
5.032232,1240199,1046,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5.73735917948669,6.80458608210501,6.68390985981343,3.95787596306453,3.16313740963609,5.10509362021076,5.11176131002973,5.03201951935273,3.75176821753116,3.90067358765114,3.71820452328361
1.203088,1240200,1046,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.86270655804827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.36254624617656,6.61782970728045,5.81472517490068,4.74094641917602,3.56517017418539,5.1608502970674,7.93210917259382,5.8692444724705,4.92989028131423,4.01021562112799,4.60771000268018
2.241277,905933,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-3.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.05508720991361,1,6.21415518821532,7.33175476002035,6.7553441817222,5.24883810708154,3.25815087708567,4.53580214874145,5.7337648293258,4.78475058152029,4.34254143852636,3.5922414072354,4.68779331322877
3.865125,905959,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7.74809950302038,5.65571467770207,4.65675648079991,6.17581025078872,3.55366101708032,5.30119849349947,6.94880764633663,5.1840745325493,4.06209108505658,4.46666381837278,4.57403420209717
1.323043,905968,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803747,0,0,1,0,0,1,7.16229285861586,6.26983026137369,3.38025231957154,5.41049715083478,3.47573337777164,5.39499846313961,5.84527467711115,4.98547168432591,4.37366560035648,4.11222312051797,4.77121324100642
3.657231,905969,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.58570863696937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.02974849903895,6.77941772108972,3.75642644940503,4.39724537905105,3.33362863704835,4.77696095729912,7.32639679816688,5.0307425585292,4.53711348336812,4.89056242263434,4.10729405535026
3.690248,905990,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738054,0,0,0,0,0,0.826502,0,0,0,0,0,1,7.18278493211625,5.66263797756837,4.66373756088739,4.32086356566611,3.3167160359841,4.66628248840271,5.82084278098636,5.34367708327091,4.73016672575381,3.5996860333383,5.13010607716085
1.926536,905991,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,1,7.89283870375015,5.84235224490071,3.09142508036786,5.99715728256353,3.21894269324308,4.95353719729053,6.27417521577437,5.49269450579309,4.77675668078008,4.44306456685429,4.57243433637379
1.691832,906804,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.43292048522551,0,0,0,0,0,0,0,0,0.742466,0,0,0,0,0,0,0,0,0,0,0,0,1,7.83294492295234,4.46384606207312,3.33745500177963,5.42135103803202,3.69813022413213,6.11223627808598,6.28633152402263,5.49627674224976,6.11911581180875,4.97261686259336,4.22651611433751
2.413843,906852,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807765,0,1,0,0,0.824811,0,1.632576,0.788871,0,0,0,0,1,7.52377393602425,6.07448522264547,3.63614439248562,5.08122346010245,3.38767905994096,5.31375900241693,7.38224554000246,5.26324479289085,3.86815529921464,5.24960827535566,4.26306510558439
2.309172,909255,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.43665764165431,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837676,0,1.660599,0,0,0,0,0,0,8.47333329038656,4.61934646188475,3.08257997603186,5.73823108983875,3.31295461356203,5.79311523210831,7.30845109347185,4.93351882548257,6.9509191234703,4.36891722404906,4.57963308955196
2.812047,909257,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.786806,0,1.262921,0,0,0,0,0,1,8.12804808121479,6.20826907681885,3.38004444993677,5.84296078962075,3.64422358771855,5.60328462795791,7.84492420969528,5.29696129900555,4.73848356512504,4.33359172304545,4.28167777057633
3.793397,909753,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7.22960865713116,6.21758064586594,5.62264637871454,4.47796343102013,3.36463104454972,4.51986986400749,8.08206969228878,6.00575389809261,4.33443118926507,3.58016174179107,4.97121264834845
2.138136,909774,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.681945,0,0,0,0,0,1,7.94168677500457,4.49397005959574,3.10579630933809,5.19363699658075,3.42579423412275,4.54870394220471,4.71018179160609,6.11447642597073,3.84070093806254,4.91460006496717,3.88606936683074
1.809814,910548,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.50036552611031,6.65131883285323,3.36289881494143,4.73606327391493,3.39278148354893,5.04098343297128,6.65820516460976,5.40546911639939,4.81134408351768,4.09511730639908,4.17710390810728
4.323796,911905,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.852212,1,0,1,0,0,0.79758,0,0,0,0,0,1,6.56104332100721,5.80491424827311,4.0130434903473,3.93642035302194,3.45525072974448,5.22930896739584,5.88146884336717,5.73373959291347,4.92388659031519,4.798258513797,4.09699196088589
3.022245,924186,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.8468020934877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36402182458926,5.15059782834853,3.0400307463476,5.49819538136282,3.36902984355778,7.10742243514152,6.4372343962599,6.66736568754748,3.88726574616151,5.00106661176964,5.76356849982537
3.581272,946360,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.67918551790768,0,0,0,0,0,0,0,0,0,0,0,0,0.698327,0,0,0,0,0,0,0.698327,0,0,0,0,0,1,6.26699633676835,7.01398432094903,6.2049750300443,4.76210065381359,3.34906550074285,4.33157481479181,6.43964347207872,5.03818921744858,4.33907502062415,3.32963223062609,4.26123072519415
4.430053,949090,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.93323305068769,7.42566986791201,6.04080084892752,4.52688640646792,3.17877463281039,4.84061530819378,5.26940231919034,4.04641639192985,4.09353288850827,3.80981169737672,3.80756634735804
2.865905,1240128,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737892,0,0,0,0,0,0,0,1,0,0,0,1,8.0713125980126,4.38632121735274,3.11068046613459,5.38400364994579,3.71344934390468,4.9135359704798,6.79590593554438,6.22996331405188,4.64864335664433,4.3339660679893,4.71972454892089
3.35738,1240129,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.721852,0,1,0,0,0,0,0,0,0,0,0,1,7.1817944620108,6.12522848863347,3.24072983410182,4.63884375144918,3.26976620799911,5.72899639196279,7.64176625279248,5.40040835270115,4.68943848504242,3.84175619827061,3.96068392012824
3.802541,1240197,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.18904588326569,5.39251207930095,3.35008573684593,4.75161060810046,3.60478260248199,4.45801192932208,4.70142133771236,4.76124044273576,4.24478286383852,3.73495990802622,4.77801452694749
1.876932,1240198,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701491,0,0,0,0,0,0,0.701491,0,0,0,0,0,1,6.76937137549281,6.71462945572713,5.54975283474918,4.6214964918431,3.41001166811597,5.0745194589175,6.9521389675139,5.40007118169693,4.80975481107842,3.45422678417632,4.31173395863456
4.651049,1240199,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5.73735917948669,6.80458608210501,6.68390985981343,3.95787596306453,3.16313740963609,5.10509362021076,5.11176131002973,5.03201951935273,3.75176821753116,3.90067358765114,3.71820452328361
2.861578,1240200,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.86270655804827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.36254624617656,6.61782970728045,5.81472517490068,4.74094641917602,3.56517017418539,5.1608502970674,7.93210917259382,5.8692444724705,4.92989028131423,4.01021562112799,4.60771000268018
2.296148,1240222,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.837975,1,0,0,0,1,0,0,0,0,0,3.04630115258991,1,7.72654953711482,5.643224827952,3.22459933633254,5.96124363928935,3.45895965765447,5.19145969024593,6.6281620566604,5.37276640077934,5.2334265060918,4.67765846215113,4.41322030505289
1.71442,1298365,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.35314232095569,4.67377079263983,3.27207093100944,5.2742605169884,3.54698992666827,5.62321789004592,7.96005072174932,5.68150022177245,3.83844197972526,4.16489360865065,4.71267350186155
1.613183,1298539,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22235083829318,4.32379160151537,3.39152234558607,5.83438922212813,3.49588778487672,4.89892530014094,6.3371285681598,5.98491447327288,3.96478971820204,5.63462076124414,4.06238192041858
3.038103,1479987,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.85120564491559,1,7.99493240519956,6.37561595622326,3.05604776330515,5.24670383555553,3.32535109667147,4.90749891328409,5.93127011708618,5.95620028105125,4.38185675246195,4.96046942520498,4.43381133512938
2.836311,1479988,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.11102872999471,0,0,0,0,0,0,0,0,0.821727,0,0.821727,0.821727,0,0,1,0,1,7.27100583512817,3.82185232670581,3.59161050434878,5.25758137784883,3.72974440311111,4.91235168121371,7.06691998504615,6.43557646029544,4.07664790640258,4.75274695076967,4.51702409073985
2.005499,1479995,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.94423926999643,0,0,0,0,0,0,0,0,0.751923,0,0,0,0,0,1,7.3410795858131,7.35877022207201,4.03945717361388,5.22023984417017,3.41897691961543,4.84329866185686,5.53099739443821,5.54486379818213,4.34773454262627,4.42363873855865,4.28009930674347
4.335249,1480359,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.20165801655261,6.75037948984557,4.39109501243716,5.02510773584486,3.283136905842,4.51983270394643,5.67106314388485,4.98601621802164,3.75696132070655,3.32921082895596,4.02277881757373
2.178317,1480360,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.98471308002901,5.21717457405781,3.27314920012843,4.98078665638136,3.46939529252102,4.4223053950469,7.03550202772697,6.05264183512876,3.96160005653603,4.28041188289632,4.27793922407927
4.166693,1480364,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,6.55000295591516,6.85701181466545,7.58752122305284,5.29461891360333,3.32351988152837,4.65123761890634,5.84290606886495,5.08083825919668,4.22478691318636,3.46149340923172,4.1829355551101
1.181281,1480371,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,3.37417731601905,1,7.67267581974266,4.73612248429245,3.36620928394476,5.46126999568308,3.46136531666857,5.20892681041283,7.01507749946106,5.4979666294342,4.09718381130677,4.48891186076822,4.96873928945091
3.487047,1480372,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.60666202619334,5.79054715613866,4.91003198614414,4.60666284659058,3.29547669528313,4.30115415714682,7.81227753389133,4.48999661645589,4.35743872783602,4.34293676817152,4.48373198854258
4.024132,1480374,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-3.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.55263661721822,5.91349453410481,4.36199383187467,4.336918766558,3.21643186313625,4.61832031426401,5.71916682889856,4.53281037725684,3.96687874956779,3.55485846864273,4.35633108336677
1.825053,905933,1050,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-3.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.05508720991361,1,6.21415518821532,7.33175476002035,6.7553441817222,5.24883810708154,3.25815087708567,4.53580214874145,5.7337648293258,4.78475058152029,4.34254143852636,3.5922414072354,4.68779331322877
3.280293,905959,1050,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7.74809950302038,5.65571467770207,4.65675648079991,6.17581025078872,3.55366101708032,5.30119849349947,6.94880764633663,5.1840745325493,4.06209108505658,4.46666381837278,4.57403420209717
2.840132,905968,1050,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803747,0,0,1,0,0,1,7.16229285861586,6.26983026137369,3.38025231957154,5.41049715083478,3.47573337777164,5.39499846313961,5.84527467711115,4.98547168432591,4.37366560035648,4.11222312051797,4.77121324100642
