IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_153_CHA,REC_R_HSA_194922,GO_0001649,GO_0001649_EXP,GO_0016477_CSV,GO_0019722_CSV,GO_0030154,GO_0045765_EXP,GO_2001240,SFAM_Csk,EXP_MINK1,EXP_LIMK2,EXP_WNK4,EXP_ROCK1,PKA_133_ASA_X_Fingerprint_696,PKA_133_B62_X_Fingerprint_696,PKA_133_CSV_X_Fingerprint_696,PKA_133_ENG_X_Fingerprint_696,PKA_133_EXP_X_Fingerprint_696,PKA_133_VOL_X_Fingerprint_696,PKA_133_X_Fingerprint_696,PKA_146_EXP_X_Fingerprint_698,PKA_151_POL_X_Fingerprint_576,PKA_151_POL_X_Fingerprint_611,PKA_153_POL_X_Fingerprint_576,PKA_153_POL_X_Fingerprint_611,PKA_73_ASA_X_Fingerprint_644,EXP_AKT1_X_EXP_ADCY2,EXP_AKT1_X_EXP_APAF1,EXP_AKT1_X_EXP_NF2,EXP_CDK4_X_EXP_CDC25B,EXP_CDK4_X_EXP_RPA1,EXP_CDK9_X_EXP_CCND2,EXP_CDK9_X_EXP_LARP7,EXP_LIMK2_X_EXP_ACACB,EXP_MAP2K7_X_EXP_FAS,EXP_MAP2K7_X_EXP_MYC,EXP_MINK1_X_EXP_CHRNE,EXP_OXSR1_X_EXP_SLC22A13,EXP_PRKCA_X_EXP_PPP1R14A,EXP_PRKCA_X_EXP_YWHAG,EXP_STK24_X_EXP_PPP2R1A,EXP_STK24_X_EXP_PPP2R1B,EXP_TGFBR2_X_EXP_NEDD4L,EXP_TRIB3_X_EXP_TGS1,PWY_R_HSA_168138_X_PWY_R_HSA_194840,PWY_R_HSA_5683057_X_PWY_R_HSA_8953854,GO_0001764_X_GO_0009267,GO_0002250_CSV_X_GO_0007169_CSV,GO_0007030_EXP_X_GO_0048013_EXP,GO_0031098_X_GO_0048812,GO_0035556_EXP_X_GO_0051966_EXP,Predicted IC50,Validation
-0.343772,753541,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7932923468,6.3962259267,3.0930606124,2.8671113098,0,0,0,0,0,0,0,0,0,0,0,0,0,14.421659985,16.952112004,20.632412358,57.213885713,57.218975527,24.72208857,51.169827791,21.666979851,33.608060711,55.570522747,16.843780482,19.810963709,11.072198048,16.384933695,39.298048696,24.956013827,27.762703802,42.155359218,2,0,0,0,0,0,0,0.3036924692,1
2.268273,753561,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.4490218192,6.6663927078,3.1162882887,3.252402341,0,0,0,0,0,0,0,0,0,0,0,0,0,14.411987735,17.218449309,24.739895812,52.892718866,63.321275438,15.677964932,38.948215114,24.890882853,31.48921224,49.680365896,17.180803009,20.880159846,15.64175531,19.79290281,35.196230508,24.347474524,27.290982439,45.448759898,0,0,0,0,0,0,0,0.6407850382,10
1.622732,753562,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.6200733985,4.8995748951,2.9953939612,3.3105704759,0,0,0,0,0,0,0,0,0,0,0,0,0,14.535954708,17.484562004,26.51536081,53.854314451,67.902495087,46.2386489,43.004528414,17.426585031,29.756923909,47.812266834,16.94896961,20.717459241,11.036691758,19.386667201,33.548108744,34.129462104,40.052412826,39.980090482,2,0,0,0,0,0,0,0.8729703264,6
3.024198,753583,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,4.4885037243,3.7220621905,3.0367582321,3.7516922072,0,0,0,0,0,0,0,0,1.1,1.1,3.3,3.3,0,14.468722261,16.84875242,29.601568415,66.737478546,71.728083884,18.024507238,41.676381497,13.025366505,24.64880427,48.613799215,16.787269899,23.906460326,33.646271173,19.406312446,29.549021648,22.006728402,27.254606056,41.809389631,0,0,0,0.6210291069,0,0,0,0.1783547229,5
0.983564,906863,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,4.6536230694,4.9932990921,3.4096555601,3.5459600887,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,13.569901354,16.638178602,19.150567311,45.400702909,68.917968969,21.935725476,41.176860258,18.768964114,26.485398601,51.037231706,17.380626416,25.115421234,12.394020741,18.899515816,34.518936865,23.611058555,21.451447119,45.585249023,2,0,0,0,0,0,0,0.6918467517,8
0.146216,907059,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.802147,0,0,0,0,0,4.6847206812,7.2833018625,2.9689091904,3.4994896809,0,0,0,0,0,0,0,0,0,0,0,0,0,13.637262601,15.053080661,19.038443532,38.995109669,59.029734449,26.247779226,45.176761811,29.299344086,27.933329127,53.870050778,17.393064294,20.891882188,23.245657463,17.112440443,30.994583306,19.522670921,41.252098632,34.306859051,0,0,0,0.6460606808,0,0,0,0.1077399751,9
1.158885,909700,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,4.1959469686,4.275684889,3.0877516724,3.1243831296,0,0,0,0,0,0,0,0,0,0,0,0,0,13.043139351,14.815342773,17.634120796,42.077497623,54.852802058,15.79714885,39.218690927,16.554500665,19.873200842,40.370627391,15.282618794,25.114222039,11.146728011,16.192679362,34.611735524,17.176803793,16.822968467,41.482953097,0,0,0,0,0,0,0,1.1511505135,6
0.248374,909708,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.6151803371,4.556794575,3.0789350163,3.0313971062,0,0,0,0,0,0,0,0,0,0,0,0,0,14.575612714,15.801300795,20.62977015,62.172489417,62.682763839,42.245463644,41.772920517,15.9984355,26.810322698,56.473319461,18.001529846,21.992730764,10.958072293,17.617671602,37.934820277,28.016832727,42.716838637,65.644717676,0,0,0,0,0,0,0,1.1963945833,1
2.253647,909709,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7375108444,6.3046772644,2.9678751367,3.0944194436,0,0,0,0,0,0,0,0,0,0,0,0,0,12.941787498,15.023414537,19.298519535,64.312722257,53.201195679,18.05709703,41.484570109,21.435613172,25.161427054,50.148901017,17.365924746,23.437554155,12.239618397,19.330663967,35.088413576,24.838780545,35.70780389,46.092313291,0,0,0,0,0,0,0,1.8983163563,2
2.131948,910701,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.8144051485,6.4571060344,3.3068624517,3.3123555258,0,0,0,0,0,0,0,0,0,0,0,0,0,12.467357958,15.277485335,16.30158093,37.079797615,53.543804518,36.573914489,49.354312234,22.616083788,25.467750539,44.955079658,18.528141893,22.551244952,13.345782178,19.84644393,31.434967642,24.969594351,29.89799527,34.941471379,0,0,0,0,0,0,0,1.5898536545,5
1.715414,910911,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4.6572398587,5.6363050409,3.0917080726,3.4677489705,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45269153,15.419353822,16.775694364,45.816331383,54.445832226,32.008003165,46.283271653,18.674405076,22.100954853,46.95151388,16.040349189,23.921268956,12.904076155,20.614843731,35.418649003,23.867625919,25.861799319,37.713414398,0,0,0,0,0,0,0,1.994484845,2
0.917677,910916,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.84289,0,2,0,0,0,4.7280537779,6.2641640142,3.0018947379,3.2542808703,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72899576,14.887523498,17.02659634,52.127286526,52.471379924,22.860337436,45.405439648,22.220344048,21.369079917,48.438898879,17.585329708,20.287291746,10.759157312,17.060518556,31.046620103,19.259343904,24.901154995,44.554732757,0,0,0,0,0,0,0,0.6604806559,6
0.420782,1240121,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.726471,0,0,0,0,4.9478916333,5.8725499548,3.380330758,3.5521072583,0,0,0,0,0,0,0,0,0,0,0,0,0,13.861209201,16.960571028,21.076646232,50.367696223,56.308307989,39.528981279,39.976124359,22.109674646,30.356430049,52.115362423,17.568885253,26.788350516,12.104482011,18.163680695,37.84733457,22.172390363,26.04722307,42.841812933,0,0,0,0,0,0,0,0.5632885175,7
0.945713,1240122,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.454153,0,0,0,0,0,4.9729566191,4.910404237,2.7794214117,2.9067911358,0,0,0,0,0,0,0,0,0,0,0,0,0,13.743778349,15.899116928,21.240106231,61.83331404,69.414593137,37.573049269,42.860600126,17.302384557,23.047762961,50.753760652,17.439126189,23.107345792,12.742459733,19.119522813,33.169145156,24.893299838,32.118276271,44.117111604,0,0,0,0,0,0,0,0.6474406944,7
-0.290517,1240140,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.692127,0,1,0,0,0,4.6979362801,7.2422129888,3.0720609931,3.2039221396,0,0,0,0,0,0,0,0,0,0,0,0,0,12.232891286,14.067033522,15.926316194,26.757795114,56.084396825,19.343117088,44.809120918,28.20365259,19.939769859,51.857046407,18.71650369,19.167197433,10.69869444,16.18189062,34.080774856,40.338344886,20.73298754,31.966703881,1,0,0,0,0,0,0,0.4293638283,3
-1.549303,1240161,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.4651302981,5.9878024499,3.1925175932,3.2936203196,0,0,0,0,0,0,0,0,0,0,0,0,0,12.507733545,14.637570502,16.429109598,38.147503101,48.028903962,42.592444696,54.300211902,20.715005519,24.573008778,47.362808916,14.950446769,21.399519323,12.33765494,20.665879503,38.963590871,28.284930745,30.158438001,50.690922863,0,0,1,0,0,1,0,0.0230535298,5
0.374965,1240162,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.5181503723,4.7193661169,2.9429768818,3.3239099189,0,0,0,0,0,0,0,0,0,0,0,0,0,13.033531883,16.101188051,18.540901135,52.801686186,63.173974326,17.471559036,42.941216375,16.446731123,18.56018365,40.646409298,15.279516833,24.084132147,11.33764476,20.036060615,30.500358621,20.770238762,32.382757284,33.285904402,0,0,0,0.2987179956,0,0,0,0.4444167428,10
0.337999,1240196,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,4.6682933949,4.9034452117,2.9742353584,3.0180933154,0,0,0,0,0,0,0,0,0,0,0,0,0,12.447203197,15.168389941,20.029870194,53.611875087,65.586912298,29.964460309,43.474378757,17.316274293,26.727471329,41.796102946,16.064646534,20.365750597,18.059397807,18.5184141,31.817714867,22.44829475,30.854958065,42.919495306,0,0,0,0,0,0,0,1.0757559538,5
1.078377,1240204,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7310352059,6.0995894234,3.1069043607,3.261944526,0,0,0,0,0,0,0,0,0,0,0,0,0,13.750437619,14.863375389,20.359694784,52.308592659,65.496843811,14.882185367,35.456192358,22.854777464,19.326943497,50.404295551,18.030260784,17.833075285,17.845732638,22.578575082,31.505390228,18.903998854,25.772891887,38.535267841,0,0,0,0,0,0,0,0.7753541777,10
1.801398,1240206,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1.620949,0,2,0,0,1,5.1068900394,6.6837832746,3.1153688901,2.9989479288,0,0,0,0,0,0,0,0,0,0,0,0,0,13.554708266,14.70483276,17.433820622,66.565220703,62.350079207,46.227849434,44.59912941,23.783818255,28.366279302,61.168846358,19.032308639,21.578653013,10.60173549,17.975768781,34.664577668,22.268363372,22.826274656,64.482180786,0,0,0,0,0,0,0,0.1841157598,3
1.676943,1240207,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.5246408566,5.0113181124,2.8677287831,2.8615774706,0,0,0,0,0,0,0,0,-1.1,-1.1,0,0,0,13.170770241,14.941224792,19.70280619,53.525663209,67.117784797,16.756295662,44.036702675,17.032383697,29.07470506,51.631889653,17.193169835,21.350654493,16.041228873,23.6082185,31.313183683,23.627453396,26.873735491,37.165208484,0,0,0,0,0,0,0,1.5782633595,7
0.89128,1290724,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4.0359389397,3.8890615272,3.0004181295,3.3532556127,0,0,0,0,0,0,0,0,0,0,0,0,0,13.576066833,16.302687126,23.691119522,65.117754254,60.546847526,15.371681948,41.610425509,12.91754765,20.319653902,45.184184265,13.229115331,26.097820279,14.003814084,26.631602373,29.087576751,21.661496298,37.586506052,37.060893991,0,1,0,0,19.566714876,0,37.200668991,1.7086833663,3
1.385953,1298156,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.1073644864,6.1254210469,3.0816122956,3.2560711254,0,0,0,0,0,0,0,0,0,0,0,0,0,12.661898592,14.7028283,18.121378425,60.954618391,54.764001028,21.367499684,41.993241525,21.624300114,25.821894875,50.07414439,19.769640938,22.652578092,11.842411046,21.404658555,30.652563601,23.799680301,26.612585552,46.255821598,0,0,0,0,0,0,0,1.5394575389,9
-0.682288,1298215,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.5576056866,6.4245508818,3.340588311,2.9896608927,0,0,0,0,0,0,0,0,0,0,0,0,0,13.906812049,16.583485194,21.987363404,55.010295111,61.159837561,27.45948427,43.261673029,22.065442045,26.096194032,51.839603576,17.294310674,24.321782708,11.976150731,20.520979378,33.980739102,23.118464555,31.987513174,48.195531822,0,0,0,0,0,0,0,0.1333579011,6
0.52906,1298529,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.425016348,4.536027023,3.0004625011,3.3388147689,0,0,0,0,0,0,0,0,0,0,0,0,0,14.413336055,17.399618275,24.293466568,57.958677159,71.135288257,15.022358781,38.974031943,16.305461693,24.098966504,40.951805032,18.316814022,26.954861307,14.531434317,20.225470252,26.645297696,16.908568405,35.560723162,28.998626009,0,0,0,0.6244697748,0,0,35.876805542,0.7992532331,4
-0.851061,1298531,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.780522,0,1,0,0,0,4.6615165513,6.7584921618,3.2414847166,2.8972151879,0,0,0,0,0,0,0,0,0,0,0,0,0,12.681506236,14.887182656,20.271332842,55.834304208,58.120638695,39.79248801,39.787935639,23.372863314,26.671975763,46.712883259,16.942181866,21.360552006,10.42117803,17.365730391,38.755761069,27.007024319,32.902996818,51.114947541,0,0,1,0,0,0,9.2478234558,0.2115751027,9
2.050047,1299050,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4.4214693217,1,0,4.6154499527,4.4378685437,2.9501569724,3.2640021707,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,13.719603984,15.654661188,19.715992305,54.935772107,71.354450306,22.985534381,43.665271075,16.328768949,21.443280706,48.970266239,17.683429524,24.534189388,11.720163299,19.779581245,31.545901318,24.785693692,37.938827241,34.48772089,0,0,0,0,0,0,0,1.2707234745,5
5.050796,1299052,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,4.5301696951,0,0,4.3487873567,4.4863549679,2.8262283579,3.2438316238,0,0,0,0,0,0,0,0,0,0,0,0,0,15.053541356,15.214893876,16.884329853,56.070558798,74.150931752,15.606845151,39.894988823,16.354812369,14.493833362,44.422350159,16.387058662,21.644605271,10.834783592,16.586786593,28.894346825,19.50658492,24.204702803,30.132449571,0,0,0,0,0,0,0,2.5365554314,3
1.096346,1299059,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7016727243,5.9924187483,2.9958075017,3.1063787479,0,0,0,0,0,0,0,0,0,0,0,0,0,13.392268538,16.242726143,19.797629787,47.480435466,59.056755085,26.000301304,36.243624317,20.294859958,22.99014671,49.296214689,16.6556628,21.730686711,32.218049292,18.823776525,30.857437044,24.07719608,28.021419746,37.964235392,0,0,0,0,0,0,20.034635164,1.1138184574,1
-3.532818,753531,1057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.8533018766,6.5878173851,3.3189522862,3.2666646175,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,11.577534537,14.435698684,16.936155527,42.962897797,50.120188111,45.683885969,52.03572103,23.742365634,26.329040994,58.522392844,19.199061814,20.646585205,10.715392505,16.872249379,31.879972337,22.797128037,22.776731356,56.691408682,0,0,0,0,0,0,0,-3.321151942,5
-2.098512,753532,1057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3082802517,4.2153783231,3.1056330538,3.4992217645,0,0,0,0,0,0,0,0,0,0,0,0,0,14.163588346,15.061972595,19.358425244,55.554308106,53.475948071,16.984357457,41.410667597,14.906801747,20.628335503,46.417581132,16.992178761,24.664611511,15.850661482,23.052497848,28.375412662,21.652637247,42.056586698,33.920010527,0,0,0,0,0,0,0,-0.612668618,7
-2.947944,753535,1057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,5.3729617852,5.9702980221,3.0652434472,3.2734519883,0,0,0,0,0,0,0,0,0,0,0,0,0,14.327089805,15.425368691,19.868405501,54.330760776,51.857658766,40.115759637,39.442953193,20.27195044,31.738511646,50.917535977,19.495823101,24.828162494,10.245229998,16.335827617,32.274134061,22.023985374,28.61186406,49.705679762,2,0,0,0,0,1,0,-3.040013874,8
-3.359989,753538,1057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.831868,0,0,0,0,0,4.6073947181,5.38252137,3.4176044865,3.0881567607,0,0,0,0,0,0,0,0,0,0,0,0,0,14.079972479,17.396051133,19.688580312,31.645972576,61.522544212,18.547506588,49.99399952,19.386389211,27.302557643,55.71973301,18.500161339,20.27974715,11.913209117,21.634361648,37.356564723,27.058445246,23.927937893,38.077574311,0,0,0,0,0,1,0,-2.806559611,3
