IC50,Cancer,Drug,DOM_Pkinase_CSV,DOM_Pkinase_EXP,PWY_R_HSA_162582_EXP,GO_0006468_EXP,CLS_average_ploidy,EXP_EIF2AK3,EXP_SRMS,EXP_SGK1,EXP_MAP3K20,EXP_TRIM33,EXP_ICK,EXP_EGFR,EXP_FLT1,EXP_VRK1,EXP_FASTK,EXP_MAP3K10,EXP_TRIO,EXP_PRKG1,EXP_TGFBR1,EXP_YES1,EXP_NUAK2,EXP_BLK,EXP_MAP4K5,EXP_BLK_X_EXP_ACACB,EXP_BLK_X_EXP_AFDN,EXP_BLK_X_EXP_CD79A,EXP_BLK_X_EXP_CD79B,EXP_BLK_X_EXP_DAPP1,EXP_BLK_X_EXP_EFNA1,EXP_BLK_X_EXP_EFNA5,EXP_BLK_X_EXP_EFNB1,EXP_BLK_X_EXP_GPC1,EXP_BLK_X_EXP_LRGUK,EXP_BLK_X_EXP_PLCG1,EXP_BLK_X_EXP_PXN,EXP_BLK_X_EXP_SLA,EXP_BLK_X_EXP_SNCA,EXP_BLK_X_EXP_STAT3,EXP_EGFR_X_EXP_ABI1,EXP_EGFR_X_EXP_ACTR2,EXP_EGFR_X_EXP_ACTR3,EXP_EGFR_X_EXP_ADRB2,EXP_EGFR_X_EXP_AGFG1,EXP_EGFR_X_EXP_AGO2,EXP_EGFR_X_EXP_ANGPT1,EXP_EGFR_X_EXP_ANGPT2,EXP_EGFR_X_EXP_ANGPT4,EXP_EGFR_X_EXP_APOB,EXP_EGFR_X_EXP_ARPC2,EXP_EGFR_X_EXP_ARPC5,EXP_EGFR_X_EXP_ARRB1,EXP_EGFR_X_EXP_AVP,EXP_EGFR_X_EXP_BCL2L1,EXP_EGFR_X_EXP_BECN1,EXP_EGFR_X_EXP_BIRC5,EXP_EGFR_X_EXP_BLK,EXP_EGFR_X_EXP_BMP4,EXP_EGFR_X_EXP_CASP1,EXP_EGFR_X_EXP_CAV2,EXP_EGFR_X_EXP_CAV3,EXP_EGFR_X_EXP_CCDC50,EXP_EGFR_X_EXP_CD3D,EXP_EGFR_X_EXP_CDC25A,EXP_EGFR_X_EXP_CDKN1B,EXP_EGFR_X_EXP_CHRM2,EXP_EGFR_X_EXP_CLTA,EXP_EGFR_X_EXP_CLTB,EXP_EGFR_X_EXP_CLTC,EXP_EGFR_X_EXP_CRK,EXP_EGFR_X_EXP_CSF2,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_CTNNA1,EXP_EGFR_X_EXP_CTNND1
1.761192,905978,5,0,0,9.7055824571284,6.45215492810958,2.90589817050209,5.99663282087606,3.11698839648657,7.02655070425839,7.5715005288175,8.00020709244861,3.26337146706941,5.11905644327394,2.75417088494546,7.73983147374168,5.3919269151377,3.31639938034002,5.9063173177469,3.02104941030211,3.59688551447282,7.67802002003409,4.14810870130259,2.89236110764179,7.2807751852811,9.48430906818919,10.527593642425,8.83500382652345,10.3151204475673,8.93526746712899,10.4684678823538,20.1570033475067,9.15438670502632,15.2707218377841,8.34437567087372,13.9145986956012,12.3850941997365,8.66399575507967,10.1439773974044,20.706304409667,37.4916800488281,35.8471488831105,56.0543383487226,20.5667002921295,33.4649316084334,32.90713521897,14.9777316061364,14.1628433643725,15.1237445396634,13.9359389736513,59.949300995184,47.2456420208285,17.3807937883376,16.0381337969661,23.9344475106214,39.1839370842534,36.5727507342144,14.8061597643487,24.2544869196742,21.0035120553748,52.4927652918934,17.5098593751959,33.9027348070353,16.6026639788064,24.3727690607896,34.0039320640662,16.1512541382791,55.3367982753064,35.0510605423815,45.6280520590784,37.491962590251,29.1653942720625,46.5648384996925,51.9892994186354,20.3241291749511
2.05513,905980,5,0.550775,7.11028111536283,7.85986267193018,32.6032797597257,2.43913812136187,5.03149652144265,2.95384198527086,5.89080323829936,6.25799614143247,8.25412473658557,3.18202426772408,5.10026889583516,2.74832383249255,8.45289721554325,6.1394732904177,3.36503209760065,5.81280836605052,2.87734818349004,3.96213457536657,8.12481548172047,4.32074441747347,3.15031204818859,7.22564236995466,11.4461303222768,13.0159599409427,9.31342161031792,10.5255838772738,9.34374755435177,16.6192052617658,20.3379761550913,9.91832231017831,14.122871049916,8.82684976761565,14.6999775125325,13.6257208803547,9.14294497995805,21.4729502693909,24.6395579564292,36.3935414295081,36.5464167307673,51.9686191143843,39.2575736110348,36.8348262928204,31.459448945938,14.9201461643714,13.9870374706554,14.9936312774905,13.7139777219588,60.1328142691083,45.8961102095858,18.0539422215235,15.1684732166785,29.9112066941217,43.58295487445,46.6609271075045,16.067438551551,15.4503700902211,14.3554391865438,53.9510451244363,16.7632245231897,32.8709877167997,15.4707879137674,28.6363889038728,37.6249740024059,15.2573122670676,54.0748430652879,35.1770062876738,56.186796390301,40.4949040353457,23.6018831002703,24.0319625774498,50.4599964410521,22.0067239095674
1.726487,909250,5,2.181371,11.7138769250934,16.8951358356824,7.23270397196836,2.86582194604425,6.54667048545592,3.03557044964993,6.5507687521842,6.58787776544558,7.40435783218176,3.22561382497455,5.49840644056549,2.78044800034249,7.17741669360146,6.17563560341732,3.46158060793655,5.89720418620528,2.95489907153974,3.59463346936155,7.28413788296989,3.86021275342957,2.75943027444813,7.36256132986821,10.1912465041888,11.409951800042,8.0933230001378,9.18243382510791,8.09403744258542,13.4524018968304,21.5374371876678,8.48331722758624,14.8808242321795,8.18307411558285,17.1243180906888,12.8838434106948,8.19738773649894,8.91059160915971,20.7027461875962,40.4293505412995,38.3562765267746,56.3687892184252,20.765996028643,37.951253199462,25.545212135563,15.671869088014,15.2374995436706,16.5631128959584,14.5144850674436,60.8859065832678,51.4268456708898,18.9694464348598,16.1264230128715,30.1726307001736,46.9538878701313,41.1959544151644,15.172469193317,25.9884959795301,18.9867910517071,60.6221930061614,17.6764595469912,39.28626940519,16.4257574902962,23.7525308373966,40.5775566605642,16.911678769701,57.3558005303487,35.7449564682296,57.9435597063458,39.6204720180726,19.8270633910134,27.2135360330279,55.7373641062606,21.7827184181905
1.063258,909730,5,0.60647,8.02885250484539,6.45574537449959,5.80715094225693,2.61809222717266,4.90322770262635,3.24835368024925,5.46337571224648,5.74328045980718,8.87065922657169,3.53644024891882,3.13877275083108,2.77489045124057,9.09462751420798,5.89047070573142,3.43295313600562,4.25646413645774,2.99674942547637,3.32205138261114,7.2543318285059,3.2852716282072,2.96627386001875,6.85716769854267,15.1028842111462,12.8792373885412,10.398074457811,11.0843905311516,8.73665747012209,16.8511247213465,14.7277566817386,11.8332225236705,13.409785582107,8.68278413976882,19.0871106409127,11.810594199725,8.81576646748689,14.2146409743483,21.4629432368701,21.4586618156982,22.3897899579035,31.3353607154523,10.8958936168625,20.7947755276128,18.0022670766964,9.25619940152387,8.68543608700938,9.51253277557215,8.40760870943418,35.5412525096132,28.3222827225214,11.6668228482796,8.94160448596694,12.5696919847372,26.5396465859717,26.5171806553563,9.31045956332938,9.96573338958112,9.65148148589777,26.3854261066664,9.61760405316365,21.8852706594247,9.01891642038873,20.5255283605529,22.1778382656577,9.69449839983189,31.9589048418556,16.7276935685932,31.2344126746897,22.3041113419642,10.895852069586,9.403251855866,27.8745397003276,13.5269017806359
5.904683,909974,5,1.449915,10.6061934045005,3.86119580811777,20.1241039968294,1.7391433567604,6.46706450471497,3.66232353234354,8.47298657532804,8.151474680061,7.23225712336373,3.55454439658063,6.83989973831888,2.99610965161084,5.67749901439374,6.20825682087942,3.39413890192652,7.34333907636202,3.13263403165854,3.95159953408147,6.6275509571548,5.18368579356235,3.19719487754778,6.97441118879815,11.8528138781968,11.6516493024844,10.4652289839084,12.1798130790891,9.78545437067848,11.5356704486873,24.5615987268292,10.305293725581,20.9129722958409,10.2106592629229,12.864344505091,15.0263722980731,10.4915283905406,11.9211234862143,25.5328312940997,49.3699263686127,46.2221811315611,66.393303625429,68.8552643223809,49.5160461066826,37.4012028449416,21.3990482862511,20.9293053724599,23.0722390775169,19.6365727972914,80.6297073035427,60.6644639671244,23.7200488664014,19.9244300574721,47.7080138832953,57.2621635428659,52.7457217316874,21.8684924062935,21.9231066708531,21.9893727641266,78.4057378504531,24.0357295483363,50.6674603222409,20.5920710827002,24.3263877303043,48.1747122705792,20.848218085231,74.303914235056,47.16454571139,68.3330113387648,49.4207905318654,27.0809179698063,63.1944397402428,68.0175304626313,29.481194731698
2.503407,910920,5,0.78337,10.0525008644997,17.1971342197288,9.8282584296697,1.96157663245385,5.88499148579973,3.33741170606734,6.33135387582361,7.52496743716582,6.64300082963284,3.48097435151347,5.9836318043763,2.93204233697916,5.51006916316862,6.21725078306815,3.46020404819455,5.43211136894204,2.94973821356406,3.45446343737565,6.97278478766473,4.25947094187924,2.98191420966175,6.96166324492838,10.9058534844249,10.0621937551504,9.40696979507458,10.172398965946,8.84574332919716,9.03130446247932,26.5094831648685,9.77530715907206,16.0005983920011,8.83920643244944,13.3348507285257,13.0362314152276,9.24850190542642,19.4097239350558,25.3631720540207,40.4503484047995,40.6632924881043,56.0888830486919,39.7618728666248,36.5426193134145,35.7701182027258,17.0957146909271,17.3367596425612,16.9791928982778,16.6843218645735,69.7159161428852,55.4561638278196,20.297863726345,18.2415035820483,33.9503925160181,51.839042320344,45.1844906757766,17.8426767028537,53.2456484963334,28.9948683560782,66.9214513087038,19.5050199530428,48.461264013263,18.1418178170996,21.5204104172336,46.7109113525544,17.3388757606807,57.4004503945008,43.6546720138974,59.9595795803992,43.9934600523928,27.6343576301681,53.4761894200349,64.4537631960452,26.4664298500432
3.399236,753558,6,0.820231,8.58388749455026,3.44792740430465,8.58388749455026,3.66204180576931,5.23388782649751,3.26772764455628,5.15623877398488,6.33819149789334,7.7861114205562,3.24573788814389,5.38619932991794,2.84846205963882,6.98272481787544,5.82183823229346,3.63167382966914,7.9785196700271,2.99477131119812,3.20727640634886,7.50220496434784,5.07372199035257,2.84608248312343,7.09642394467929,10.2193719968134,11.6546196032972,9.02973786346273,10.3422195174165,8.43526658816395,15.3222805967717,19.8009181863879,10.3137140651394,18.2282343910943,8.73395172773271,13.7788659094893,13.7119115215204,9.16715347794528,11.8475937594889,22.8985398730677,40.6888983878041,38.556858480538,54.0559484679696,26.3802807111812,40.3469256964899,28.8039731717266,16.80964621981,15.7800304631631,16.1019186484781,14.5331429461089,62.3546649171305,48.9692814165972,16.5333972576103,15.4670461006988,32.9209135561136,44.7891581042806,39.5806382924676,15.3295675634906,18.4594031372605,20.9245833094636,54.685997790088,16.8592521472238,40.3890387809497,14.7170275282501,23.9208226033195,35.2856912140599,15.6244070075831,55.3235024303784,38.0611019703748,55.9191335696602,40.2834267366389,21.5475513456764,35.9107883232043,58.1447921960367,22.5265184926203
1.72108,753577,6,0.800192,7.24520319020802,10.6603977162266,10.6624097270632,2.45811181825371,5.78174914992828,3.08896721359489,5.63636520329506,6.20322753774776,8.15738136684918,3.18043757193588,4.58086878675476,2.80566063625619,8.22847729937726,5.21304046939565,3.26370437038988,6.23334832086195,2.96257154557283,3.59432477839894,7.6178525730626,4.52731639400697,3.16016913401547,7.36278754161316,11.9761819573001,11.3575217264894,9.46498218682956,11.2105385871302,9.42990842671449,14.9341967325655,20.2612111591701,11.4388237817743,19.0984665214568,8.89909054122696,13.4297625790445,14.1669305171226,9.27714681954293,17.0916181441842,29.3143507668635,34.595766911692,33.6855337188625,47.4510450758149,31.0432400540007,35.5640005694387,22.4463447195314,13.9462776164378,12.9596901590036,14.3063812958105,13.2089572376748,52.2510726369358,47.1513456758777,15.3152270711902,12.9802753115013,23.0803344590541,39.575011029907,37.6020868554757,14.4763201468773,32.4728511528895,17.7249340850526,46.738072574577,15.687381834315,32.1274681810719,16.4663852039634,21.2145076214619,33.8009040105998,14.3409575557909,48.4877787606519,35.2449706095814,50.5694561723449,32.9950899859848,17.2895552351494,42.6648458654325,47.0704765118074,18.4513474370413
1.164934,905948,6,0.733627,4.77407189517623,8.82871925427141,9.84450215031633,3.31582638183211,7.22312494377631,3.67932342885893,6.85312995722834,7.18565656851909,6.92281041975543,3.57309191022542,6.21248338257852,2.93888932589609,5.35931624468944,7.21753856196402,3.95152451120606,6.9432950068827,3.23833268308021,3.87102764055284,6.73957043703855,4.31005849291632,3.26058444160726,6.99053033038325,11.8986368757263,11.5995654096909,9.92201065693782,11.5367733381128,10.0619198556261,16.6665661534926,19.7535998610701,10.9753425993505,23.8115933108805,10.020675744153,15.7555717375633,15.3117506046585,10.3090287150805,17.8968474392165,28.09748828545,44.3502917587511,44.9441415953066,62.6816437634448,24.783630710586,47.0387869160481,37.3417738655068,19.488055025389,17.627820920267,18.7822412145948,16.4395244725358,72.4046752247887,61.2757724896828,20.7542298663055,17.4601778458419,27.9006852221968,55.9503971335994,44.1672937519591,20.2563266609792,18.1908517729564,19.3193423106969,65.3778752245696,20.0975793127378,42.4424017886339,18.6330917618759,22.847464734056,39.4563759445143,17.8671656127108,66.4879566386891,48.1007882536489,64.4849437055627,46.5909958810601,22.4170055685334,58.5603606750753,61.358084492152,25.9592175852765
4.008914,905978,6,0,0,9.7055824571284,6.45215492810958,2.90589817050209,5.99663282087606,3.11698839648657,7.02655070425839,7.5715005288175,8.00020709244861,3.26337146706941,5.11905644327394,2.75417088494546,7.73983147374168,5.3919269151377,3.31639938034002,5.9063173177469,3.02104941030211,3.59688551447282,7.67802002003409,4.14810870130259,2.89236110764179,7.2807751852811,9.48430906818919,10.527593642425,8.83500382652345,10.3151204475673,8.93526746712899,10.4684678823538,20.1570033475067,9.15438670502632,15.2707218377841,8.34437567087372,13.9145986956012,12.3850941997365,8.66399575507967,10.1439773974044,20.706304409667,37.4916800488281,35.8471488831105,56.0543383487226,20.5667002921295,33.4649316084334,32.90713521897,14.9777316061364,14.1628433643725,15.1237445396634,13.9359389736513,59.949300995184,47.2456420208285,17.3807937883376,16.0381337969661,23.9344475106214,39.1839370842534,36.5727507342144,14.8061597643487,24.2544869196742,21.0035120553748,52.4927652918934,17.5098593751959,33.9027348070353,16.6026639788064,24.3727690607896,34.0039320640662,16.1512541382791,55.3367982753064,35.0510605423815,45.6280520590784,37.491962590251,29.1653942720625,46.5648384996925,51.9892994186354,20.3241291749511
3.723316,905980,6,0.550775,7.11028111536283,7.85986267193018,32.6032797597257,2.43913812136187,5.03149652144265,2.95384198527086,5.89080323829936,6.25799614143247,8.25412473658557,3.18202426772408,5.10026889583516,2.74832383249255,8.45289721554325,6.1394732904177,3.36503209760065,5.81280836605052,2.87734818349004,3.96213457536657,8.12481548172047,4.32074441747347,3.15031204818859,7.22564236995466,11.4461303222768,13.0159599409427,9.31342161031792,10.5255838772738,9.34374755435177,16.6192052617658,20.3379761550913,9.91832231017831,14.122871049916,8.82684976761565,14.6999775125325,13.6257208803547,9.14294497995805,21.4729502693909,24.6395579564292,36.3935414295081,36.5464167307673,51.9686191143843,39.2575736110348,36.8348262928204,31.459448945938,14.9201461643714,13.9870374706554,14.9936312774905,13.7139777219588,60.1328142691083,45.8961102095858,18.0539422215235,15.1684732166785,29.9112066941217,43.58295487445,46.6609271075045,16.067438551551,15.4503700902211,14.3554391865438,53.9510451244363,16.7632245231897,32.8709877167997,15.4707879137674,28.6363889038728,37.6249740024059,15.2573122670676,54.0748430652879,35.1770062876738,56.186796390301,40.4949040353457,23.6018831002703,24.0319625774498,50.4599964410521,22.0067239095674
4.163585,909250,6,2.181371,11.7138769250934,16.8951358356824,7.23270397196836,2.86582194604425,6.54667048545592,3.03557044964993,6.5507687521842,6.58787776544558,7.40435783218176,3.22561382497455,5.49840644056549,2.78044800034249,7.17741669360146,6.17563560341732,3.46158060793655,5.89720418620528,2.95489907153974,3.59463346936155,7.28413788296989,3.86021275342957,2.75943027444813,7.36256132986821,10.1912465041888,11.409951800042,8.0933230001378,9.18243382510791,8.09403744258542,13.4524018968304,21.5374371876678,8.48331722758624,14.8808242321795,8.18307411558285,17.1243180906888,12.8838434106948,8.19738773649894,8.91059160915971,20.7027461875962,40.4293505412995,38.3562765267746,56.3687892184252,20.765996028643,37.951253199462,25.545212135563,15.671869088014,15.2374995436706,16.5631128959584,14.5144850674436,60.8859065832678,51.4268456708898,18.9694464348598,16.1264230128715,30.1726307001736,46.9538878701313,41.1959544151644,15.172469193317,25.9884959795301,18.9867910517071,60.6221930061614,17.6764595469912,39.28626940519,16.4257574902962,23.7525308373966,40.5775566605642,16.911678769701,57.3558005303487,35.7449564682296,57.9435597063458,39.6204720180726,19.8270633910134,27.2135360330279,55.7373641062606,21.7827184181905
1.642266,909730,6,0.60647,8.02885250484539,6.45574537449959,5.80715094225693,2.61809222717266,4.90322770262635,3.24835368024925,5.46337571224648,5.74328045980718,8.87065922657169,3.53644024891882,3.13877275083108,2.77489045124057,9.09462751420798,5.89047070573142,3.43295313600562,4.25646413645774,2.99674942547637,3.32205138261114,7.2543318285059,3.2852716282072,2.96627386001875,6.85716769854267,15.1028842111462,12.8792373885412,10.398074457811,11.0843905311516,8.73665747012209,16.8511247213465,14.7277566817386,11.8332225236705,13.409785582107,8.68278413976882,19.0871106409127,11.810594199725,8.81576646748689,14.2146409743483,21.4629432368701,21.4586618156982,22.3897899579035,31.3353607154523,10.8958936168625,20.7947755276128,18.0022670766964,9.25619940152387,8.68543608700938,9.51253277557215,8.40760870943418,35.5412525096132,28.3222827225214,11.6668228482796,8.94160448596694,12.5696919847372,26.5396465859717,26.5171806553563,9.31045956332938,9.96573338958112,9.65148148589777,26.3854261066664,9.61760405316365,21.8852706594247,9.01891642038873,20.5255283605529,22.1778382656577,9.69449839983189,31.9589048418556,16.7276935685932,31.2344126746897,22.3041113419642,10.895852069586,9.403251855866,27.8745397003276,13.5269017806359
3.451657,909974,6,1.449915,10.6061934045005,3.86119580811777,20.1241039968294,1.7391433567604,6.46706450471497,3.66232353234354,8.47298657532804,8.151474680061,7.23225712336373,3.55454439658063,6.83989973831888,2.99610965161084,5.67749901439374,6.20825682087942,3.39413890192652,7.34333907636202,3.13263403165854,3.95159953408147,6.6275509571548,5.18368579356235,3.19719487754778,6.97441118879815,11.8528138781968,11.6516493024844,10.4652289839084,12.1798130790891,9.78545437067848,11.5356704486873,24.5615987268292,10.305293725581,20.9129722958409,10.2106592629229,12.864344505091,15.0263722980731,10.4915283905406,11.9211234862143,25.5328312940997,49.3699263686127,46.2221811315611,66.393303625429,68.8552643223809,49.5160461066826,37.4012028449416,21.3990482862511,20.9293053724599,23.0722390775169,19.6365727972914,80.6297073035427,60.6644639671244,23.7200488664014,19.9244300574721,47.7080138832953,57.2621635428659,52.7457217316874,21.8684924062935,21.9231066708531,21.9893727641266,78.4057378504531,24.0357295483363,50.6674603222409,20.5920710827002,24.3263877303043,48.1747122705792,20.848218085231,74.303914235056,47.16454571139,68.3330113387648,49.4207905318654,27.0809179698063,63.1944397402428,68.0175304626313,29.481194731698
2.762239,910920,6,0.78337,10.0525008644997,17.1971342197288,9.8282584296697,1.96157663245385,5.88499148579973,3.33741170606734,6.33135387582361,7.52496743716582,6.64300082963284,3.48097435151347,5.9836318043763,2.93204233697916,5.51006916316862,6.21725078306815,3.46020404819455,5.43211136894204,2.94973821356406,3.45446343737565,6.97278478766473,4.25947094187924,2.98191420966175,6.96166324492838,10.9058534844249,10.0621937551504,9.40696979507458,10.172398965946,8.84574332919716,9.03130446247932,26.5094831648685,9.77530715907206,16.0005983920011,8.83920643244944,13.3348507285257,13.0362314152276,9.24850190542642,19.4097239350558,25.3631720540207,40.4503484047995,40.6632924881043,56.0888830486919,39.7618728666248,36.5426193134145,35.7701182027258,17.0957146909271,17.3367596425612,16.9791928982778,16.6843218645735,69.7159161428852,55.4561638278196,20.297863726345,18.2415035820483,33.9503925160181,51.839042320344,45.1844906757766,17.8426767028537,53.2456484963334,28.9948683560782,66.9214513087038,19.5050199530428,48.461264013263,18.1418178170996,21.5204104172336,46.7109113525544,17.3388757606807,57.4004503945008,43.6546720138974,59.9595795803992,43.9934600523928,27.6343576301681,53.4761894200349,64.4537631960452,26.4664298500432
4.242077,753558,29,0.820231,8.58388749455026,3.44792740430465,8.58388749455026,3.66204180576931,5.23388782649751,3.26772764455628,5.15623877398488,6.33819149789334,7.7861114205562,3.24573788814389,5.38619932991794,2.84846205963882,6.98272481787544,5.82183823229346,3.63167382966914,7.9785196700271,2.99477131119812,3.20727640634886,7.50220496434784,5.07372199035257,2.84608248312343,7.09642394467929,10.2193719968134,11.6546196032972,9.02973786346273,10.3422195174165,8.43526658816395,15.3222805967717,19.8009181863879,10.3137140651394,18.2282343910943,8.73395172773271,13.7788659094893,13.7119115215204,9.16715347794528,11.8475937594889,22.8985398730677,40.6888983878041,38.556858480538,54.0559484679696,26.3802807111812,40.3469256964899,28.8039731717266,16.80964621981,15.7800304631631,16.1019186484781,14.5331429461089,62.3546649171305,48.9692814165972,16.5333972576103,15.4670461006988,32.9209135561136,44.7891581042806,39.5806382924676,15.3295675634906,18.4594031372605,20.9245833094636,54.685997790088,16.8592521472238,40.3890387809497,14.7170275282501,23.9208226033195,35.2856912140599,15.6244070075831,55.3235024303784,38.0611019703748,55.9191335696602,40.2834267366389,21.5475513456764,35.9107883232043,58.1447921960367,22.5265184926203
2.259604,753577,29,0.800192,7.24520319020802,10.6603977162266,10.6624097270632,2.45811181825371,5.78174914992828,3.08896721359489,5.63636520329506,6.20322753774776,8.15738136684918,3.18043757193588,4.58086878675476,2.80566063625619,8.22847729937726,5.21304046939565,3.26370437038988,6.23334832086195,2.96257154557283,3.59432477839894,7.6178525730626,4.52731639400697,3.16016913401547,7.36278754161316,11.9761819573001,11.3575217264894,9.46498218682956,11.2105385871302,9.42990842671449,14.9341967325655,20.2612111591701,11.4388237817743,19.0984665214568,8.89909054122696,13.4297625790445,14.1669305171226,9.27714681954293,17.0916181441842,29.3143507668635,34.595766911692,33.6855337188625,47.4510450758149,31.0432400540007,35.5640005694387,22.4463447195314,13.9462776164378,12.9596901590036,14.3063812958105,13.2089572376748,52.2510726369358,47.1513456758777,15.3152270711902,12.9802753115013,23.0803344590541,39.575011029907,37.6020868554757,14.4763201468773,32.4728511528895,17.7249340850526,46.738072574577,15.687381834315,32.1274681810719,16.4663852039634,21.2145076214619,33.8009040105998,14.3409575557909,48.4877787606519,35.2449706095814,50.5694561723449,32.9950899859848,17.2895552351494,42.6648458654325,47.0704765118074,18.4513474370413
3.246751,905978,29,0,0,9.7055824571284,6.45215492810958,2.90589817050209,5.99663282087606,3.11698839648657,7.02655070425839,7.5715005288175,8.00020709244861,3.26337146706941,5.11905644327394,2.75417088494546,7.73983147374168,5.3919269151377,3.31639938034002,5.9063173177469,3.02104941030211,3.59688551447282,7.67802002003409,4.14810870130259,2.89236110764179,7.2807751852811,9.48430906818919,10.527593642425,8.83500382652345,10.3151204475673,8.93526746712899,10.4684678823538,20.1570033475067,9.15438670502632,15.2707218377841,8.34437567087372,13.9145986956012,12.3850941997365,8.66399575507967,10.1439773974044,20.706304409667,37.4916800488281,35.8471488831105,56.0543383487226,20.5667002921295,33.4649316084334,32.90713521897,14.9777316061364,14.1628433643725,15.1237445396634,13.9359389736513,59.949300995184,47.2456420208285,17.3807937883376,16.0381337969661,23.9344475106214,39.1839370842534,36.5727507342144,14.8061597643487,24.2544869196742,21.0035120553748,52.4927652918934,17.5098593751959,33.9027348070353,16.6026639788064,24.3727690607896,34.0039320640662,16.1512541382791,55.3367982753064,35.0510605423815,45.6280520590784,37.491962590251,29.1653942720625,46.5648384996925,51.9892994186354,20.3241291749511
1.639034,905980,29,0.550775,7.11028111536283,7.85986267193018,32.6032797597257,2.43913812136187,5.03149652144265,2.95384198527086,5.89080323829936,6.25799614143247,8.25412473658557,3.18202426772408,5.10026889583516,2.74832383249255,8.45289721554325,6.1394732904177,3.36503209760065,5.81280836605052,2.87734818349004,3.96213457536657,8.12481548172047,4.32074441747347,3.15031204818859,7.22564236995466,11.4461303222768,13.0159599409427,9.31342161031792,10.5255838772738,9.34374755435177,16.6192052617658,20.3379761550913,9.91832231017831,14.122871049916,8.82684976761565,14.6999775125325,13.6257208803547,9.14294497995805,21.4729502693909,24.6395579564292,36.3935414295081,36.5464167307673,51.9686191143843,39.2575736110348,36.8348262928204,31.459448945938,14.9201461643714,13.9870374706554,14.9936312774905,13.7139777219588,60.1328142691083,45.8961102095858,18.0539422215235,15.1684732166785,29.9112066941217,43.58295487445,46.6609271075045,16.067438551551,15.4503700902211,14.3554391865438,53.9510451244363,16.7632245231897,32.8709877167997,15.4707879137674,28.6363889038728,37.6249740024059,15.2573122670676,54.0748430652879,35.1770062876738,56.186796390301,40.4949040353457,23.6018831002703,24.0319625774498,50.4599964410521,22.0067239095674
3.230076,909250,29,2.181371,11.7138769250934,16.8951358356824,7.23270397196836,2.86582194604425,6.54667048545592,3.03557044964993,6.5507687521842,6.58787776544558,7.40435783218176,3.22561382497455,5.49840644056549,2.78044800034249,7.17741669360146,6.17563560341732,3.46158060793655,5.89720418620528,2.95489907153974,3.59463346936155,7.28413788296989,3.86021275342957,2.75943027444813,7.36256132986821,10.1912465041888,11.409951800042,8.0933230001378,9.18243382510791,8.09403744258542,13.4524018968304,21.5374371876678,8.48331722758624,14.8808242321795,8.18307411558285,17.1243180906888,12.8838434106948,8.19738773649894,8.91059160915971,20.7027461875962,40.4293505412995,38.3562765267746,56.3687892184252,20.765996028643,37.951253199462,25.545212135563,15.671869088014,15.2374995436706,16.5631128959584,14.5144850674436,60.8859065832678,51.4268456708898,18.9694464348598,16.1264230128715,30.1726307001736,46.9538878701313,41.1959544151644,15.172469193317,25.9884959795301,18.9867910517071,60.6221930061614,17.6764595469912,39.28626940519,16.4257574902962,23.7525308373966,40.5775566605642,16.911678769701,57.3558005303487,35.7449564682296,57.9435597063458,39.6204720180726,19.8270633910134,27.2135360330279,55.7373641062606,21.7827184181905
-0.688578,909730,29,0.60647,8.02885250484539,6.45574537449959,5.80715094225693,2.61809222717266,4.90322770262635,3.24835368024925,5.46337571224648,5.74328045980718,8.87065922657169,3.53644024891882,3.13877275083108,2.77489045124057,9.09462751420798,5.89047070573142,3.43295313600562,4.25646413645774,2.99674942547637,3.32205138261114,7.2543318285059,3.2852716282072,2.96627386001875,6.85716769854267,15.1028842111462,12.8792373885412,10.398074457811,11.0843905311516,8.73665747012209,16.8511247213465,14.7277566817386,11.8332225236705,13.409785582107,8.68278413976882,19.0871106409127,11.810594199725,8.81576646748689,14.2146409743483,21.4629432368701,21.4586618156982,22.3897899579035,31.3353607154523,10.8958936168625,20.7947755276128,18.0022670766964,9.25619940152387,8.68543608700938,9.51253277557215,8.40760870943418,35.5412525096132,28.3222827225214,11.6668228482796,8.94160448596694,12.5696919847372,26.5396465859717,26.5171806553563,9.31045956332938,9.96573338958112,9.65148148589777,26.3854261066664,9.61760405316365,21.8852706594247,9.01891642038873,20.5255283605529,22.1778382656577,9.69449839983189,31.9589048418556,16.7276935685932,31.2344126746897,22.3041113419642,10.895852069586,9.403251855866,27.8745397003276,13.5269017806359
